HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N0.HOG0000822	OG0000768	n0	WP_226790441.1	WP_152063816.1	WP_234346241.1	WP_042434883.1	WP_129424068.1
N0.HOG0000823	OG0000769	n0	WP_231500751.1	WP_006722646.1	WP_102337469.1	WP_042434173.1	WP_129422886.1
N0.HOG0000824	OG0000770	n0	WP_231500808.1	WP_226803232.1	WP_234346172.1	WP_042434950.1	WP_129424009.1
N0.HOG0000825	OG0000771	n0	WP_231500813.1	WP_152063188.1	WP_199824823.1	WP_042434621.1	WP_129425147.1
N0.HOG0000826	OG0000772	n0	WP_231500818.1	WP_226803166.1	WP_199824827.1	WP_238318331.1	WP_236648286.1
N0.HOG0000827	OG0000773	n0	WP_231500839.1	WP_006723213.1	WP_102338184.1	WP_238318277.1	WP_201738697.1
N0.HOG0000828	OG0000774	n0	WP_231501535.1	WP_152062837.1	WP_234346248.1	WP_081468930.1	WP_236648219.1
N0.HOG0000829	OG0000775	n0	WP_231501558.1	WP_152063167.1	WP_102338513.1	WP_042434167.1	WP_129422889.1
N0.HOG0000830	OG0000776	n0	WP_231501564.1	WP_226803208.1	WP_102337351.1	WP_042436267.1	WP_129425007.1
N0.HOG0000831	OG0000777	n0	WP_231501569.1	WP_006722410.1	WP_234346357.1	WP_042433343.1	WP_129423051.1
N0.HOG0000832	OG0000778	n0	WP_231501570.1	WP_152063300.1	WP_102337623.1	WP_081468900.1	WP_129423056.1
N0.HOG0000833	OG0000779	n0	WP_231501590.1	WP_226803234.1	WP_102337543.1	WP_202898089.1	WP_201738576.1
N0.HOG0000834	OG0000780	n0	WP_233502825.1	WP_039910749.1	WP_234346366.1	WP_042434869.1	WP_129424078.1
N0.HOG0000835	OG0000781	n0	WP_233502990.1	WP_226803218.1	WP_234346156.1	WP_042436871.1	WP_236648257.1
N0.HOG0000836	OG0000782	n0	WP_233505669.1	WP_152063149.1	WP_102337440.1	WP_042436000.1	WP_129424901.1
N0.HOG0000837	OG0000783	n0	WP_240139041.1	WP_152063155.1	WP_102337448.1	WP_042434272.1	WP_129422847.1
N0.HOG0000838	OG0000784	n0	WP_241154575.1	WP_152063267.1	WP_234346173.1	WP_042434369.1	WP_129422809.1
N0.HOG0000839	OG0000785	n0	WP_241154577.1	WP_118103529.1	WP_102337585.1	WP_052297823.1	WP_201738589.1
N0.HOG0000840	OG0000786	n0	WP_241154578.1	WP_226803244.1		WP_042433042.1, WP_042432767.1	WP_129423240.1
N0.HOG0000841	OG0000787	n0	WP_241154583.1	WP_152062976.1	WP_102337326.1	WP_042435256.1	WP_129425153.1
N0.HOG0000842	OG0000788	n0	WP_241154587.1	WP_152062959.1	WP_102337297.1	WP_042435889.1	WP_129424839.1
N0.HOG0000843	OG0000789	n0	WP_241154592.1	WP_152062802.1	WP_159060031.1	WP_202898053.1	WP_129423071.1
N0.HOG0000844	OG0000790	n0	WP_241154597.1	WP_152063782.1	WP_102338352.1	WP_042433358.1	WP_129423046.1
N0.HOG0000845	OG0000791	n0	WP_241154601.1	WP_152063586.1	WP_234346222.1	WP_042435330.1	WP_236648330.1
N0.HOG0000846	OG0000792	n0	WP_241154602.1	WP_152063827.1	WP_234346322.1	WP_042433284.1	WP_129423079.1
N0.HOG0000847	OG0000793	n0	WP_241154605.1	WP_226803358.1	WP_234346229.1	WP_202898106.1	WP_201738704.1
N0.HOG0000848	OG0000794	n0	WP_241154607.1	WP_226803181.1	WP_102337235.1	WP_042434742.1	WP_129424184.1
N0.HOG0000849	OG0000795	n0	WP_241154611.1	WP_193221123.1	WP_234346369.1	WP_042436500.1	WP_129425670.1
N0.HOG0000850	OG0000796	n0	WP_241154612.1	WP_152063453.1	WP_102338134.1	WP_042432305.1	WP_129423535.1
N0.HOG0000851	OG0000797	n0	WP_241154613.1	WP_152063449.1	WP_102338140.1	WP_081468855.1	WP_129423523.1
N0.HOG0000852	OG0000798	n0	WP_241154614.1	WP_152063466.1	WP_234346278.1	WP_042435699.1	WP_129424640.1
N0.HOG0000853	OG0000799	n0	WP_241154616.1	WP_152063519.1	WP_102338232.1	WP_202898021.1	WP_201738652.1
N0.HOG0000854	OG0000800	n1	WP_241154621.1				WP_129424763.1
N0.HOG0000855	OG0000800	n2	WP_241154618.1			WP_042431902.1	WP_236648302.1
N0.HOG0000856	OG0000801	n0	WP_241154628.1	WP_152063665.1		WP_042432770.1	WP_129424537.1, WP_129423238.1
N0.HOG0000857	OG0000802	n0	WP_241154639.1	WP_226803272.1	WP_234346117.1	WP_081468977.1	WP_236648304.1
N0.HOG0000858	OG0000803	n0	WP_241154643.1	WP_152062904.1	WP_234346194.1	WP_202898144.1	WP_201738760.1
N0.HOG0000859	OG0000804	n0	WP_241154647.1	WP_152063174.1	WP_234346167.1	WP_148514758.1	WP_201738711.1
N0.HOG0000860	OG0000805	n0	WP_241154649.1	WP_152063417.1	WP_102338508.1	WP_042436863.1	WP_129423870.1
N0.HOG0000861	OG0000806	n0	WP_241154654.1	WP_193221169.1		WP_042435441.1	WP_161566708.1, WP_129425640.1
N0.HOG0000862	OG0000807	n0	WP_241154655.1	WP_152062857.1	WP_102338382.1	WP_202898159.1	WP_129424650.1
N0.HOG0000863	OG0000808	n0	WP_241154657.1	WP_152063047.1	WP_234346354.1	WP_042433799.1	WP_129423024.1
N0.HOG0000864	OG0000809	n0	WP_241154658.1	WP_152062961.1	WP_102338536.1	WP_042432628.1	WP_129423318.1
N0.HOG0000865	OG0000810	n0	WP_241154664.1	WP_226803344.1	WP_234346368.1	WP_238318255.1	WP_236648324.1
N0.HOG0000866	OG0000811	n0		WP_006722349.1	WP_102338461.1	WP_042433091.1, WP_042433139.1	WP_129423128.1
N0.HOG0000867	OG0000812	n0		WP_152062769.1, WP_152063319.1, WP_152063418.1		WP_042435011.1	WP_129423975.1
N0.HOG0000868	OG0000813	n0		WP_152062900.1	WP_159060009.1	WP_238318325.1	WP_129423416.1, WP_201738750.1
N0.HOG0000869	OG0000814	n0		WP_152063027.1	WP_159060024.1	WP_042435393.1	WP_161566682.1, WP_129425453.1
N0.HOG0000870	OG0000815	n0		WP_152063612.1, WP_152063764.1	WP_102338348.1	WP_042433824.1	WP_129423012.1
N0.HOG0000871	OG0000816	n0		WP_152063633.1		WP_042435579.1, WP_042435771.1	WP_129425784.1, WP_129423693.1
N0.HOG0000872	OG0000817	n0		WP_226803332.1, WP_193221207.1, WP_226803334.1, WP_226803333.1			WP_129425788.1
N0.HOG0000873	OG0000818	n0			WP_102338310.1, WP_102338012.1, WP_102338207.1, WP_102337763.1, WP_102338192.1		
N0.HOG0000874	OG0000819	n1			WP_102337906.1	WP_042433110.1	
N0.HOG0000875	OG0000819	n2			WP_102338020.1	WP_042436180.1	WP_201738735.1
N0.HOG0000876	OG0000820	n0			WP_102338009.1	WP_042432178.1, WP_042432090.1	WP_129423436.1, WP_129423703.1
N0.HOG0000877	OG0000821	n0				WP_042432053.1, WP_042432056.1	WP_129423735.1, WP_129424248.1, WP_129423733.1
N0.HOG0000878	OG0000822	n0				WP_042432504.1	WP_129425576.1, WP_129424222.1, WP_129425222.1, WP_129423369.1
N0.HOG0000879	OG0000823	n0				WP_042435855.1, WP_052297863.1, WP_162096583.1, WP_042432529.1, WP_052297907.1	
N0.HOG0000880	OG0000824	n0				WP_081468931.1, WP_042435952.1, WP_042434230.1	WP_129422859.1, WP_129422866.1
N0.HOG0000881	OG0000825	n0				WP_042435235.1, WP_238318241.1	WP_201738837.1, WP_129425568.1, WP_129423315.1
N0.HOG0000882	OG0000826	n0				WP_042435572.1	WP_129423105.1, WP_129423104.1, WP_129423699.1, WP_129425792.1
N0.HOG0000883	OG0000827	n0				WP_187364766.1, WP_052297784.1, WP_202898161.1, WP_052297922.1	WP_201738789.1
N0.HOG0000884	OG0000828	n0	WP_006235089.1		WP_102337979.1	WP_042434871.1	WP_129424076.1
N0.HOG0000885	OG0000829	n0	WP_124786740.1, WP_052044110.1, WP_006235292.1		WP_102337258.1		
N0.HOG0000886	OG0000830	n0	WP_006236139.1	WP_006723651.1	WP_102337578.1, WP_102337707.1		
N0.HOG0000887	OG0000831	n0	WP_022093893.1	WP_006723104.1	WP_006723104.1	WP_042434714.1	
N0.HOG0000888	OG0000832	n0	WP_117773676.1, WP_022095195.1			WP_042434261.1	WP_129422853.1
N0.HOG0000889	OG0000833	n0	WP_035137477.1	WP_152063553.1		WP_042432748.1	WP_129423250.1
N0.HOG0000890	OG0000834	n0	WP_055250497.1	WP_152063228.1		WP_042435696.1	WP_129424638.1
N0.HOG0000891	OG0000835	n0	WP_055251579.1	WP_006722445.1		WP_042434456.1	WP_129424442.1
N0.HOG0000892	OG0000836	n0	WP_055251626.1	WP_152063290.1	WP_102337603.1	WP_081469018.1	
N0.HOG0000893	OG0000837	n0	WP_055309519.1	WP_006722721.1	WP_102337725.1, WP_102338504.1		
N0.HOG0000894	OG0000838	n0	WP_089573311.1, WP_117855262.1	WP_152063727.1	WP_102338471.1		
N0.HOG0000895	OG0000839	n0	WP_089573579.1, WP_117647577.1	WP_152063594.1	WP_234346228.1		
N0.HOG0000896	OG0000840	n0	WP_117563517.1		WP_102338242.1	WP_042435868.1	WP_129424819.1
N0.HOG0000897	OG0000841	n0	WP_117563694.1	WP_118271896.1		WP_238318236.1	WP_129423563.1
N0.HOG0000898	OG0000842	n0	WP_117637582.1, WP_117563813.1			WP_042437044.1	WP_129425176.1
N0.HOG0000899	OG0000843	n0	WP_117564058.1, WP_117736974.1, WP_118268027.1	WP_152062715.1			
N0.HOG0000900	OG0000844	n0	WP_117564237.1		WP_102338519.1	WP_042436011.1	WP_129424909.1
N0.HOG0000901	OG0000845	n0	WP_117564750.1	WP_006723250.1, WP_193221145.1	WP_102337939.1		
N0.HOG0000902	OG0000846	n0	WP_117636050.1, WP_117564922.1, WP_124786044.1, WP_124785998.1				
N0.HOG0000903	OG0000847	n0	WP_241154663.1, WP_233505134.1, WP_117564924.1, WP_164473336.1				
N0.HOG0000904	OG0000848	n0	WP_117565016.1	WP_152063509.1		WP_052297874.1	WP_129424931.1
N0.HOG0000905	OG0000849	n0	WP_117583242.1	WP_152063179.1	WP_102337485.1		WP_236648227.1
N0.HOG0000906	OG0000850	n0	WP_117583754.1	WP_152063315.1	WP_102338432.1		WP_236648289.1
N0.HOG0000907	OG0000851	n0	WP_117584039.1	WP_152062790.1		WP_042434089.1	WP_236648317.1
N0.HOG0000908	OG0000852	n0	WP_231500836.1, WP_117638035.1	WP_226803308.1	WP_102338085.1		
N0.HOG0000909	OG0000853	n0	WP_117655710.1			WP_052297834.1	WP_129422794.1, WP_118449093.1
N0.HOG0000910	OG0000854	n0	WP_117655878.1		WP_102337354.1	WP_042436043.1	WP_129424959.1
N0.HOG0000911	OG0000855	n0	WP_117716377.1	WP_152062780.1	WP_102338246.1		WP_129423922.1
N0.HOG0000912	OG0000856	n0	WP_241154661.1, WP_117735519.1		WP_102338388.1, WP_234346253.1		
N0.HOG0000913	OG0000857	n0	WP_117736214.1	WP_152063229.1		WP_042435695.1	WP_129424636.1
N0.HOG0000914	OG0000858	n0	WP_117746564.1	WP_193221210.1, WP_006723008.1	WP_102337764.1		
N0.HOG0000915	OG0000859	n0	WP_117765703.1	WP_006722720.1	WP_102337410.1		WP_129424384.1
N0.HOG0000916	OG0000860	n0	WP_117766059.1	WP_226803174.1	WP_102337579.1, WP_234346358.1		
N0.HOG0000917	OG0000861	n0	WP_117772906.1, WP_233506705.1	WP_006723249.1	WP_102337938.1		
N0.HOG0000918	OG0000862	n0	WP_117773381.1			WP_052297775.1	WP_129424717.1, WP_129424575.1
N0.HOG0000919	OG0000863	n0	WP_117773383.1			WP_052297774.1	WP_201738731.1, WP_161566630.1
N0.HOG0000920	OG0000864	n0	WP_117773484.1		WP_102337570.1	WP_202898104.1	WP_129424332.1
N0.HOG0000921	OG0000865	n0	WP_117773500.1	WP_006722665.1		WP_042436551.1	WP_129425287.1
N0.HOG0000922	OG0000866	n0	WP_117773501.1	WP_152063156.1	WP_102337452.1	WP_042433673.1	
N0.HOG0000923	OG0000867	n0	WP_117773876.1	WP_226803169.1	WP_234346258.1		WP_129425838.1
N0.HOG0000924	OG0000868	n0	WP_117774095.1	WP_226803295.1	WP_102337988.1	WP_042435435.1	
N0.HOG0000925	OG0000869	n0	WP_117786521.1	WP_152063009.1	WP_102337363.1		WP_201738744.1
N0.HOG0000926	OG0000870	n0	WP_117786524.1		WP_234346353.1	WP_081469026.1	WP_161566654.1
N0.HOG0000927	OG0000871	n0	WP_117803620.1	WP_226803365.1		WP_202898113.1	WP_129424084.1
N0.HOG0000928	OG0000872	n0	WP_124785918.1, WP_117803851.1	WP_152062916.1	WP_102337680.1		
N0.HOG0000929	OG0000873	n0	WP_117806188.1	WP_006722864.1	WP_102338027.1, WP_102337659.1		
N0.HOG0000930	OG0000874	n0	WP_117839941.1		WP_159060063.1	WP_042433222.1	WP_129423098.1
N0.HOG0000931	OG0000875	n0	WP_117839952.1		WP_102337760.1	WP_042435630.1	WP_129425196.1
N0.HOG0000932	OG0000876	n0	WP_117839954.1	WP_152062693.1		WP_081469021.1	WP_129424921.1
N0.HOG0000933	OG0000877	n0	WP_117840418.1, WP_206428109.1			WP_081468921.1	WP_236648229.1
N0.HOG0000934	OG0000878	n0	WP_117848292.1	WP_226803177.1, WP_152062847.1	WP_102338439.1		
N0.HOG0000935	OG0000879	n0	WP_117862100.1	WP_006722448.1		WP_042434836.1	WP_129424108.1
N0.HOG0000936	OG0000880	n0	WP_124786283.1, WP_118080421.1			WP_042434064.1, WP_042432093.1	
N0.HOG0000937	OG0000881	n0	WP_118094316.1, WP_124786163.1, WP_241154596.1			WP_042435830.1	
N0.HOG0000938	OG0000882	n0	WP_118205874.1	WP_152062703.1		WP_042435917.1	WP_236648277.1
N0.HOG0000939	OG0000883	n0	WP_118226642.1	WP_152063585.1, WP_152062967.1	WP_102338028.1		
N0.HOG0000940	OG0000884	n0	WP_118227044.1	WP_006723789.1		WP_042436027.1	WP_129424925.1
N0.HOG0000941	OG0000885	n0	WP_118377249.1	WP_152063748.1		WP_042433977.1	WP_129422955.1
N0.HOG0000942	OG0000886	n0	WP_124786033.1, WP_124785732.1, WP_118450553.1	WP_152063522.1			
N0.HOG0000943	OG0000887	n0	WP_124785718.1	WP_152062755.1		WP_042434093.1	WP_129422920.1
N0.HOG0000944	OG0000888	n0	WP_124785720.1	WP_152062758.1		WP_042432539.1	WP_129423352.1
N0.HOG0000945	OG0000889	n0	WP_124785757.1	WP_118272146.1		WP_081469022.1	WP_129424923.1
N0.HOG0000946	OG0000890	n0	WP_124785805.1	WP_226803197.1	WP_102337298.1	WP_238318318.1	
N0.HOG0000947	OG0000891	n0	WP_124785829.1	WP_226803343.1		WP_042435687.1	WP_129424630.1
N0.HOG0000948	OG0000892	n0	WP_124785859.1	WP_152063230.1		WP_042435693.1	WP_129424634.1
N0.HOG0000949	OG0000893	n0	WP_124785875.1, WP_158551589.1	WP_152062706.1			WP_129425497.1
N0.HOG0000950	OG0000894	n0	WP_124785878.1	WP_152063531.1		WP_081468945.1	WP_129424293.1
N0.HOG0000951	OG0000895	n0	WP_124785958.1, WP_124785957.1, WP_124786223.1		WP_102337822.1		
N0.HOG0000952	OG0000896	n0	WP_124785968.1		WP_102337813.1	WP_052297779.1	WP_101677769.1
N0.HOG0000953	OG0000897	n0	WP_124785970.1			WP_042433142.1	WP_129423116.1, WP_101677789.1
N0.HOG0000954	OG0000898	n0	WP_124785994.1	WP_118103796.1	WP_102337253.1		WP_201738650.1
N0.HOG0000955	OG0000899	n0	WP_124785997.1, WP_124786055.1	WP_152062859.1	WP_234346326.1		
N0.HOG0000956	OG0000900	n0	WP_124786003.1	WP_152062946.1, WP_152062871.1	WP_102338410.1		
N0.HOG0000957	OG0000901	n0	WP_164473265.1, WP_124786034.1	WP_039910625.1	WP_234346376.1		
N0.HOG0000958	OG0000902	n0	WP_124786036.1		WP_102338646.1	WP_202898163.1	WP_201738783.1
N0.HOG0000959	OG0000903	n0	WP_124786063.1	WP_193221230.1	WP_102337653.1		WP_161566641.1
N0.HOG0000960	OG0000904	n0	WP_124786442.1, WP_124786069.1			WP_042432187.1	WP_129423442.1
N0.HOG0000961	OG0000905	n0	WP_124786100.1, WP_124786227.1	WP_152063059.1, WP_152062987.1			
N0.HOG0000962	OG0000906	n0	WP_124786109.1, WP_241154645.1			WP_052297861.1	WP_161566649.1
N0.HOG0000963	OG0000907	n0	WP_124786125.1		WP_102337502.1	WP_042434574.1	WP_129424334.1
N0.HOG0000964	OG0000908	n0	WP_124786191.1		WP_102337396.1	WP_042432552.1	WP_129423348.1
N0.HOG0000965	OG0000909	n0	WP_241154606.1, WP_124786193.1	WP_152063056.1	WP_102337394.1		
N0.HOG0000966	OG0000910	n0	WP_124786269.1, WP_124786194.1	WP_152063055.1	WP_102337393.1		
N0.HOG0000967	OG0000911	n0	WP_124786195.1, WP_124786596.1	WP_152063052.1	WP_102338499.1		
N0.HOG0000968	OG0000912	n0	WP_124786225.1	WP_152063256.1		WP_238318263.1	WP_129422985.1
N0.HOG0000969	OG0000913	n0	WP_124786279.1	WP_152063279.1		WP_042433954.1	WP_129422963.1
N0.HOG0000970	OG0000914	n0	WP_124786298.1			WP_042434072.1	WP_129425403.1, WP_236648222.1
N0.HOG0000971	OG0000915	n0	WP_124786302.1	WP_152063282.1		WP_042432764.1	WP_129423241.1
N0.HOG0000972	OG0000916	n0	WP_124786303.1	WP_118271305.1		WP_042435639.1	WP_129425188.1
N0.HOG0000973	OG0000917	n0	WP_124786304.1	WP_152063283.1		WP_042435637.1	WP_129425190.1
N0.HOG0000974	OG0000918	n0	WP_124786313.1	WP_152063552.1, WP_193221190.1	WP_102337306.1		
N0.HOG0000975	OG0000919	n0	WP_124786319.1	WP_152063288.1		WP_042435658.1	WP_129425082.1
N0.HOG0000976	OG0000920	n0	WP_124786353.1	WP_152062969.1		WP_042434305.1	WP_129422830.1
N0.HOG0000977	OG0000921	n0	WP_124786355.1	WP_006722860.1		WP_042432075.1	WP_129423717.1
N0.HOG0000978	OG0000922	n0	WP_124786378.1	WP_152062923.1	WP_199824828.1, WP_102337668.1		
N0.HOG0000979	OG0000923	n0	WP_124786385.1	WP_152062944.1	WP_102337903.1, WP_102337286.1		
N0.HOG0000980	OG0000924	n0	WP_124786425.1, WP_187361856.1, WP_241154644.1	WP_118102376.1			
N0.HOG0000981	OG0000925	n0	WP_124786428.1	WP_152063740.1		WP_042436504.1	WP_129425664.1
N0.HOG0000982	OG0000926	n0	WP_124786439.1	WP_152063483.1	WP_234346267.1		WP_236648296.1
N0.HOG0000983	OG0000927	n0	WP_124786440.1	WP_193221194.1	WP_102338090.1		WP_129425094.1
N0.HOG0000984	OG0000928	n0	WP_124786441.1		WP_102338360.1	WP_042432993.1	WP_129425832.1
N0.HOG0000985	OG0000929	n0	WP_124786445.1	WP_152062779.1	WP_199824854.1		WP_129423605.1
N0.HOG0000986	OG0000930	n0	WP_124786461.1	WP_152063627.1		WP_042435416.1	WP_129425810.1
N0.HOG0000987	OG0000931	n0	WP_124786462.1	WP_152063626.1		WP_042435418.1	WP_129425812.1
N0.HOG0000988	OG0000932	n0	WP_124786465.1			WP_042433118.1	WP_129423132.1, WP_129423125.1
N0.HOG0000989	OG0000933	n0	WP_124786466.1			WP_042433120.1	WP_129423131.1, WP_201738606.1
N0.HOG0000990	OG0000934	n0	WP_124786472.1, WP_241154631.1			WP_042434208.1, WP_238318231.1	
N0.HOG0000991	OG0000935	n0	WP_124786486.1	WP_006723735.1		WP_042434912.1	WP_129424040.1
N0.HOG0000992	OG0000936	n0	WP_124786495.1	WP_152063581.1		WP_042433902.1	WP_129422988.1
N0.HOG0000993	OG0000937	n0	WP_124786496.1	WP_152063348.1		WP_042432662.1	WP_129423302.1
N0.HOG0000994	OG0000938	n0	WP_124786501.1, WP_206428081.1	WP_152063284.1	WP_102337588.1		
N0.HOG0000995	OG0000939	n0	WP_124786529.1, WP_241154662.1	WP_152063603.1	WP_102337934.1		
N0.HOG0000996	OG0000940	n0	WP_124786576.1	WP_152062925.1	WP_102337663.1, WP_102337666.1		
N0.HOG0000997	OG0000941	n0	WP_124786581.1		WP_159060044.1	WP_052297780.1	WP_129423146.1
N0.HOG0000998	OG0000942	n0	WP_124786602.1	WP_006723591.1		WP_042436803.1	WP_129425489.1
N0.HOG0000999	OG0000943	n0	WP_124786616.1, WP_161194713.1	WP_152063486.1	WP_102338089.1		
N0.HOG0001000	OG0000944	n0	WP_124786635.1	WP_226803311.1		WP_042434897.1	WP_129424056.1
N0.HOG0001001	OG0000945	n0	WP_124786642.1		WP_234346331.1	WP_052297735.1	WP_129423437.1
N0.HOG0001002	OG0000946	n0	WP_124786648.1		WP_102338211.1	WP_042432133.1	WP_129423413.1
N0.HOG0001003	OG0000947	n0	WP_124786652.1	WP_152063474.1	WP_102338101.1	WP_042436523.1	
N0.HOG0001004	OG0000948	n0	WP_124786660.1			WP_042434268.1	WP_161566573.1, WP_129422848.1
N0.HOG0001005	OG0000949	n0	WP_124786661.1	WP_152063462.1	WP_159060064.1	WP_042436352.1	
N0.HOG0001006	OG0000950	n0	WP_164473296.1		WP_159060079.1	WP_042432535.1, WP_042432532.1	
N0.HOG0001007	OG0000951	n0	WP_195445898.1	WP_006723102.1, WP_118271355.1			WP_129424525.1
N0.HOG0001008	OG0000952	n0	WP_197032249.1	WP_152063828.1			WP_129423438.1, WP_129425662.1
N0.HOG0001009	OG0000953	n0	WP_199407998.1	WP_152062942.1		WP_042434906.1	WP_129424048.1
N0.HOG0001010	OG0000954	n0	WP_199408659.1, WP_206428107.1			WP_238318248.1	WP_129424938.1
N0.HOG0001011	OG0000955	n0	WP_206428076.1			WP_238318259.1	WP_201738730.1, WP_161566629.1
N0.HOG0001012	OG0000956	n0	WP_206428108.1			WP_042436563.1	WP_201738631.1, WP_236648251.1
N0.HOG0001013	OG0000957	n0	WP_231500817.1	WP_152062762.1	WP_102337608.1		WP_129424745.1
N0.HOG0001014	OG0000958	n0	WP_233514485.1	WP_182282062.1		WP_042434555.1	WP_129424356.1
N0.HOG0001015	OG0000959	n0	WP_241154582.1	WP_152063349.1		WP_042435720.1	WP_201738727.1
N0.HOG0001016	OG0000960	n0	WP_241154595.1	WP_152063642.1		WP_042435594.1	WP_236648280.1
N0.HOG0001017	OG0000961	n0	WP_241154623.1	WP_152062692.1		WP_238318309.1	WP_236648292.1
N0.HOG0001018	OG0000962	n0	WP_241154624.1	WP_226803348.1, WP_226803315.1			WP_129425678.1
N0.HOG0001019	OG0000963	n0	WP_241154637.1		WP_102337686.1	WP_042435977.1	WP_129424867.1
N0.HOG0001020	OG0000964	n0	WP_241154667.1	WP_152063664.1		WP_042432773.1	WP_129423237.1
N0.HOG0001021	OG0000965	n0		WP_006720292.1	WP_102338405.1	WP_042432877.1	WP_129423197.1
N0.HOG0001022	OG0000966	n0		WP_039910738.1		WP_042435421.1	WP_129425273.1, WP_129425608.1
N0.HOG0001023	OG0000967	n0		WP_118271902.1	WP_102338349.1	WP_042433827.1	WP_129423011.1
N0.HOG0001024	OG0000968	n0		WP_152062810.1	WP_102337719.1	WP_202898092.1	WP_129422813.1
N0.HOG0001025	OG0000969	n0		WP_152062824.1	WP_102337251.1	WP_042434928.1	WP_129424029.1
N0.HOG0001026	OG0000970	n0		WP_152062951.1	WP_102337290.1	WP_042435377.1	WP_201738777.1
N0.HOG0001027	OG0000971	n0		WP_152062958.1	WP_102337295.1	WP_042433811.1	WP_129423019.1
N0.HOG0001028	OG0000972	n0		WP_152062992.1	WP_102337334.1	WP_052297764.1	WP_129423279.1
N0.HOG0001029	OG0000973	n0		WP_152062997.1, WP_152063000.1, WP_152063611.1	WP_102338561.1		
N0.HOG0001030	OG0000974	n0		WP_152063034.1, WP_152063082.1	WP_102338194.1		WP_161566695.1
N0.HOG0001031	OG0000975	n0		WP_152063046.1, WP_152063437.1		WP_052297919.1	WP_161566675.1
N0.HOG0001032	OG0000976	n0		WP_152063072.1	WP_102337419.1	WP_042433942.1	WP_129422968.1
N0.HOG0001033	OG0000977	n0		WP_152063530.1, WP_152063387.1		WP_042435904.1	WP_129424804.1
N0.HOG0001034	OG0000978	n0		WP_152063467.1	WP_102338112.1	WP_042435386.1	WP_129425463.1
N0.HOG0001035	OG0000979	n0		WP_152063536.1		WP_052297908.1	WP_161566619.1, WP_129423144.1
N0.HOG0001036	OG0000980	n0		WP_152063630.1	WP_102337916.1, WP_102338550.1	WP_042431963.1	
N0.HOG0001037	OG0000981	n0		WP_152063636.1	WP_159060042.1		WP_236648311.1, WP_129423670.1
N0.HOG0001038	OG0000982	n0		WP_152063638.1		WP_042435763.1	WP_236648312.1, WP_129423691.1
N0.HOG0001039	OG0000983	n0		WP_152063763.1	WP_102338350.1	WP_042432709.1	WP_129423271.1
N0.HOG0001040	OG0000984	n0		WP_152063774.1	WP_102338371.1	WP_042432700.1	WP_129423282.1
N0.HOG0001041	OG0000985	n0		WP_152063779.1		WP_238318307.1, WP_042435944.1	WP_129425115.1
N0.HOG0001042	OG0000986	n0		WP_193221174.1		WP_042432942.1, WP_052297747.1	WP_129423625.1
N0.HOG0001043	OG0000987	n0		WP_193221202.1	WP_102338216.1	WP_042435547.1	WP_129425033.1
N0.HOG0001044	OG0000988	n0		WP_226803278.1		WP_042435398.1	WP_236648303.1, WP_129425447.1
N0.HOG0001045	OG0000989	n0			WP_102337348.1, WP_102338481.1	WP_202898147.1	WP_161566658.1
N0.HOG0001046	OG0000990	n0			WP_102337352.1	WP_148514817.1, WP_081468952.1	WP_129424058.1
N0.HOG0001047	OG0000991	n0			WP_102337523.1	WP_042435603.1	WP_129423032.1, WP_129425218.1
N0.HOG0001048	OG0000992	n0			WP_102337815.1	WP_162096572.1	WP_129425644.1, WP_269089558.1
N0.HOG0001049	OG0000993	n1			WP_102337831.1		WP_129423341.1
N0.HOG0001050	OG0000993	n2			WP_102337832.1		WP_129424549.1
N0.HOG0001051	OG0000994	n0			WP_234346250.1, WP_102337879.1, WP_102337898.1, WP_102338002.1		
N0.HOG0001052	OG0000995	n0			WP_102337908.1	WP_238318251.1, WP_042433067.1	WP_129425096.1
N0.HOG0001053	OG0000996	n0			WP_102337923.1	WP_042433063.1, WP_042433098.1	WP_129425084.1
N0.HOG0001054	OG0000997	n0			WP_159060017.1	WP_042436046.1	WP_129424966.1, WP_129425005.1
N0.HOG0001055	OG0000998	n0			WP_234346223.1	WP_042433101.1	WP_129424817.1, WP_129424889.1
N0.HOG0001056	OG0000999	n0				WP_042432235.1, WP_042432791.1	WP_129423479.1, WP_129423234.1
N0.HOG0001057	OG0001000	n0				WP_042432355.1, WP_042436441.1	WP_129423580.1, WP_129424506.1
N0.HOG0001058	OG0001001	n0				WP_042435612.1, WP_042432574.1, WP_042432582.1, WP_042432378.1	
N0.HOG0001059	OG0001002	n0				WP_042432420.1, WP_042433939.1	WP_161566605.1, WP_129422971.1
N0.HOG0001060	OG0001003	n0				WP_042434085.1, WP_042434087.1	WP_129422923.1, WP_161566569.1
N0.HOG0001061	OG0001004	n0				WP_042435649.1, WP_042434320.1	WP_129425846.1, WP_129422824.1
N0.HOG0001062	OG0001005	n0				WP_042435646.1, WP_042434324.1	WP_129425848.1, WP_129422823.1
N0.HOG0001063	OG0001006	n0				WP_042436297.1, WP_042434418.1	WP_129425572.1, WP_129424490.1
N0.HOG0001064	OG0001007	n0				WP_042435613.1	WP_129423382.1, WP_161566574.1, WP_161566670.1
N0.HOG0001065	OG0001008	n0				WP_052297803.1, WP_042435652.1	WP_129422825.1, WP_129425844.1
