HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N2.HOG0001205	OG0001172	-	WP_124785838.1	WP_152063583.1	WP_234346243.1		
N2.HOG0001206	OG0001173	-	WP_124785843.1	WP_152063813.1	WP_159060051.1		
N2.HOG0001207	OG0001174	-	WP_124785886.1	WP_152062781.1, WP_226803307.1			
N2.HOG0001208	OG0001175	-	WP_124785944.1	WP_226803340.1	WP_102338367.1		
N2.HOG0001209	OG0001178	-	WP_124785953.1	WP_152063678.1	WP_102337803.1		
N2.HOG0001210	OG0001179	-	WP_124785955.1	WP_152063679.1	WP_102337802.1		
N2.HOG0001211	OG0001180	-	WP_124785960.1	WP_152063651.1	WP_102338361.1		
N2.HOG0001212	OG0001181	-	WP_124785985.1	WP_152062853.1	WP_102338445.1		
N2.HOG0001213	OG0001185	-	WP_124786020.1	WP_193221137.1	WP_102337754.1		
N2.HOG0001214	OG0001189	-	WP_124786028.1	WP_152062906.1	WP_102337684.1		
N2.HOG0001215	OG0001191	-	WP_124786040.1	WP_152063391.1	WP_102337260.1		
N2.HOG0001216	OG0001193	-	WP_124786053.1	WP_152063382.1	WP_102337269.1		
N2.HOG0001217	OG0001195	-	WP_124786065.1	WP_226803194.1	WP_102337650.1		
N2.HOG0001218	OG0001196	-	WP_124786068.1	WP_152063369.1	WP_102337283.1		
N2.HOG0001219	OG0001197	-	WP_124786071.1	WP_226803266.1	WP_102337309.1		
N2.HOG0001220	OG0001198	-	WP_124786076.1	WP_152062895.1	WP_102337241.1		
N2.HOG0001221	OG0001199	-	WP_124786077.1	WP_152062899.1	WP_102338542.1		
N2.HOG0001222	OG0001201	-	WP_124786096.1	WP_152062988.1	WP_102337331.1		
N2.HOG0001223	OG0001202	-	WP_124786098.1	WP_152062993.1	WP_102337335.1		
N2.HOG0001224	OG0001204	-	WP_124786122.1	WP_226803158.1	WP_234346256.1		
N2.HOG0001225	OG0001205	-	WP_124786124.1	WP_152063196.1	WP_102337503.1		
N2.HOG0001226	OG0001206	-	WP_124786128.1	WP_152063191.1	WP_102337496.1		
N2.HOG0001227	OG0001207	-	WP_124786160.1	WP_006722658.1	WP_102337458.1		
N2.HOG0001228	OG0001208	-	WP_164473318.1, WP_164473319.1, WP_124786175.1				
N2.HOG0001229	OG0001209	-	WP_124786190.1	WP_152063057.1	WP_102338501.1		
N2.HOG0001230	OG0001210	-	WP_124786192.1	WP_193221186.1	WP_234346355.1		
N2.HOG0001231	OG0001211	-	WP_124786203.1	WP_152063037.1	WP_102337379.1		
N2.HOG0001232	OG0001212	-	WP_124786221.1	WP_152063249.1	WP_102337536.1		
N2.HOG0001233	OG0001214	-	WP_124786230.1	WP_152063070.1	WP_102337415.1		
N2.HOG0001234	OG0001216	-	WP_124786275.1	WP_152063274.1	WP_102337572.1		
N2.HOG0001235	OG0001222	-	WP_124786306.1	WP_152063826.1	WP_102337596.1		
N2.HOG0001236	OG0001223	-	WP_124786328.1	WP_152063310.1	WP_102337638.1		
N2.HOG0001237	OG0001224	-	WP_124786332.1	WP_152062972.1	WP_102337323.1		
N2.HOG0001238	OG0001226	-	WP_124786362.1	WP_152062928.1	WP_102337661.1		
N2.HOG0001239	OG0001227	-	WP_124786372.1	WP_152062851.1	WP_102338443.1		
N2.HOG0001240	OG0001231	-	WP_124786396.1	WP_226803346.1	WP_234346351.1		
N2.HOG0001241	OG0001232	-	WP_124786398.1	WP_118271943.1	WP_102338476.1		
N2.HOG0001242	OG0001233	-	WP_124786400.1	WP_118271942.1	WP_102338472.1		
N2.HOG0001243	OG0001234	-	WP_124786404.1	WP_152063647.1	WP_102338453.1		
N2.HOG0001244	OG0001236	-	WP_124786408.1	WP_152063770.1	WP_234346330.1		
N2.HOG0001245	OG0001242	-	WP_124786430.1	WP_006723821.1	WP_102338039.1		
N2.HOG0001246	OG0001243	-	WP_124786431.1	WP_152063375.1	WP_102337277.1		
N2.HOG0001247	OG0001246	-	WP_124786447.1	WP_152062861.1	WP_234346344.1		
N2.HOG0001248	OG0001248	-	WP_124786449.1	WP_152063641.1	WP_234346122.1		
N2.HOG0001249	OG0001250	-	WP_124786475.1	WP_226803364.1	WP_234346373.1		
N2.HOG0001250	OG0001251	-	WP_124786476.1	WP_152063767.1	WP_102338345.1		
N2.HOG0001251	OG0001252	-	WP_124786481.1	WP_226803361.1	WP_234346220.1		
N2.HOG0001252	OG0001253	-	WP_124786482.1	WP_152063663.1	WP_102337896.1		
N2.HOG0001253	OG0001257	-	WP_124786505.1	WP_152063832.1	WP_102338331.1		
N2.HOG0001254	OG0001258	-	WP_124786508.1	WP_118272365.1	WP_102338330.1		
N2.HOG0001255	OG0001259	-	WP_124786538.1	WP_152063772.1	WP_102338378.1		
N2.HOG0001256	OG0001260	-	WP_124786545.1	WP_152063784.1	WP_102337947.1		
N2.HOG0001257	OG0001261	-	WP_124786557.1		WP_102337618.1, WP_102337929.1		
N2.HOG0001258	OG0001270	-	WP_124786577.1	WP_152062922.1	WP_102337678.1		
N2.HOG0001259	OG0001271	-	WP_124786578.1	WP_226803189.1	WP_102337667.1		
N2.HOG0001260	OG0001272	-	WP_124786579.1	WP_152062924.1	WP_234346191.1		
N2.HOG0001261	OG0001273	-	WP_124786606.1	WP_226803268.1	WP_234346132.1		
N2.HOG0001262	OG0001274	-	WP_124786647.1	WP_152062724.1	WP_102338212.1		
N2.HOG0001263	OG0001276	-	WP_124786654.1	WP_152062754.1	WP_102338583.1		
N2.HOG0001264	OG0001277	-	WP_124786662.1	WP_152063460.1	WP_102338125.1		
N2.HOG0001265	OG0001278	-	WP_124786663.1	WP_152063459.1	WP_102338126.1		
N2.HOG0001266	OG0001279	-	WP_124786665.1	WP_226803303.1	WP_159060065.1		
N2.HOG0001267	OG0001280	-	WP_124786670.1	WP_152063454.1	WP_102338131.1		
N2.HOG0001268	OG0001282	-	WP_158551271.1	WP_152063190.1	WP_159060020.1		
N2.HOG0001269	OG0001284	-	WP_158565721.1	WP_152063666.1	WP_102337887.1		
N2.HOG0001270	OG0001288	-	WP_164473284.1	WP_193221167.1, WP_226803293.1			
N2.HOG0001271	OG0001289	-	WP_164473286.1	WP_226803274.1	WP_102337682.1		
N2.HOG0001272	OG0001291	-	WP_164473297.1	WP_006722686.1	WP_102337435.1		
N2.HOG0001273	OG0001292	-	WP_164473301.1	WP_152063053.1	WP_102338500.1		
N2.HOG0001274	OG0001294	-	WP_164473317.1	WP_152063775.1	WP_199824865.1		
N2.HOG0001275	OG0001295	-	WP_164473331.1	WP_006723865.1	WP_102338226.1		
N2.HOG0001276	OG0001296	-	WP_164473334.1	WP_152063561.1	WP_102337976.1		
N2.HOG0001277	OG0001298	-	WP_164473341.1	WP_226803312.1	WP_102338148.1		
N2.HOG0001278	OG0001299	-	WP_172622418.1	WP_152062826.1	WP_102337254.1		
N2.HOG0001279	OG0001303	-	WP_206428086.1	WP_152062827.1	WP_102337255.1		
N2.HOG0001280	OG0001305	-	WP_206428117.1	WP_193221142.1	WP_102337687.1		
N2.HOG0001281	OG0001306	-	WP_206428121.1	WP_193221170.1	WP_199824824.1		
N2.HOG0001282	OG0001308	-	WP_231500759.1	WP_226803156.1	WP_234346303.1		
N2.HOG0001283	OG0001311	-	WP_233503061.1	WP_152063766.1	WP_102338346.1		
N2.HOG0001284	OG0001312	-	WP_233543589.1	WP_226803240.1	WP_234346176.1		
N2.HOG0001285	OG0001313	-	WP_240138918.1	WP_226803322.1	WP_234346313.1		
N2.HOG0001286	OG0001314	-	WP_241154581.1	WP_152063287.1	WP_102337599.1		
N2.HOG0001287	OG0001315	-	WP_241154588.1	WP_006722868.1	WP_234346131.1		
N2.HOG0001288	OG0001316	-	WP_241154589.1	WP_152062954.1	WP_102337292.1		
N2.HOG0001289	OG0001317	-	WP_241154593.1	WP_152063648.1	WP_102338454.1		
N2.HOG0001290	OG0001327	-	WP_241154666.1	WP_193221212.1	WP_234346225.1		
N2.HOG0001291	OG0001328	-		WP_006722365.1	WP_102338311.1, WP_102338466.1		
N2.HOG0001292	OG0001336	-		WP_152062918.1	WP_102338427.1, WP_102337673.1		
N2.HOG0001293	OG0001338	-		WP_152063318.1	WP_234346349.1, WP_102338312.1		
N2.HOG0001294	OG0001415	-	WP_006234830.1	WP_152063599.1			
N2.HOG0001295	OG0001417	-	WP_055252016.1	WP_152062903.1			
N2.HOG0001296	OG0001418	-	WP_117584245.1, WP_055252174.1				
N2.HOG0001297	OG0001419	-	WP_055285379.1	WP_152062728.1			
N2.HOG0001298	OG0001420	-	WP_055310775.1		WP_102337885.1		
N2.HOG0001299	OG0001425	-	WP_117564875.1		WP_102337734.1		
N2.HOG0001300	OG0001426	-	WP_117583544.1	WP_152063600.1			
N2.HOG0001301	OG0001427	-	WP_117583774.1	WP_152062897.1			
N2.HOG0001302	OG0001428	-	WP_117634215.1		WP_102338006.1		
N2.HOG0001303	OG0001429	-	WP_117637372.1		WP_102338308.1		
N2.HOG0001304	OG0001430	-	WP_117637441.1	WP_152063548.1			
N2.HOG0001305	OG0001431	-	WP_124786376.1, WP_117637477.1				
N2.HOG0001306	OG0001432	-	WP_117640663.1	WP_152062914.1			
N2.HOG0001307	OG0001433	-	WP_117647252.1	WP_152062956.1			
N2.HOG0001308	OG0001435	-	WP_117648308.1		WP_102337693.1		
N2.HOG0001309	OG0001438	-	WP_117716540.1	WP_152062943.1			
N2.HOG0001310	OG0001439	-	WP_117736402.1	WP_152063359.1			
N2.HOG0001311	OG0001440	-	WP_117757836.1	WP_152062892.1			
N2.HOG0001312	OG0001442	-	WP_117766151.1		WP_234346332.1		
N2.HOG0001313	OG0001443	-	WP_117772848.1		WP_102337747.1		
N2.HOG0001314	OG0001444	-	WP_117772912.1	WP_152063601.1			
N2.HOG0001315	OG0001445	-	WP_117772971.1, WP_197032763.1				
N2.HOG0001316	OG0001451	-	WP_117839919.1	WP_193221125.1			
N2.HOG0001317	OG0001452	-	WP_117839921.1	WP_118272377.1			
N2.HOG0001318	OG0001453	-	WP_117839964.1		WP_102337615.1		
N2.HOG0001319	OG0001454	-	WP_117839966.1		WP_102338023.1		
N2.HOG0001320	OG0001455	-	WP_117840160.1		WP_159060077.1		
N2.HOG0001321	OG0001456	-	WP_117840162.1	WP_152063202.1			
N2.HOG0001322	OG0001457	-	WP_117840249.1	WP_152063685.1			
N2.HOG0001323	OG0001458	-	WP_124786619.1, WP_117840323.1				
N2.HOG0001324	OG0001459	-	WP_117840477.1		WP_102337311.1		
N2.HOG0001325	OG0001460	-	WP_117862039.1, WP_124786059.1				
N2.HOG0001326	OG0001461	-	WP_117862211.1, WP_241154635.1				
N2.HOG0001327	OG0001462	-	WP_118094044.1	WP_006723856.1			
N2.HOG0001328	OG0001466	-	WP_124785920.1, WP_124785709.1				
N2.HOG0001329	OG0001468	-	WP_124785722.1		WP_102337614.1		
N2.HOG0001330	OG0001469	-	WP_124785726.1	WP_152062729.1			
N2.HOG0001331	OG0001470	-	WP_164473264.1, WP_124785728.1				
N2.HOG0001332	OG0001471	-	WP_124785730.1		WP_102338117.1		
N2.HOG0001333	OG0001472	-	WP_124785749.1		WP_159060043.1		
N2.HOG0001334	OG0001473	-	WP_124785762.1, WP_124786608.1				
N2.HOG0001335	OG0001474	-	WP_124785764.1	WP_152063501.1			
N2.HOG0001336	OG0001475	-	WP_164473340.1, WP_124785898.1				
N2.HOG0001337	OG0001476	-	WP_124785964.1	WP_226803338.1			
N2.HOG0001338	OG0001477	-	WP_124785966.1	WP_152063617.1			
N2.HOG0001339	OG0001478	-	WP_124785983.1		WP_102338373.1		
N2.HOG0001340	OG0001479	-	WP_124786010.1, WP_232049564.1				
N2.HOG0001341	OG0001480	-	WP_124786024.1	WP_226803187.1			
N2.HOG0001342	OG0001481	-	WP_124786045.1		WP_102337242.1		
N2.HOG0001343	OG0001482	-	WP_124786336.1, WP_124786051.1				
N2.HOG0001344	OG0001499	-	WP_124786273.1	WP_152063272.1			
N2.HOG0001345	OG0001500	-	WP_124786274.1	WP_152063273.1			
N2.HOG0001346	OG0001501	-	WP_124786339.1	WP_152063750.1			
N2.HOG0001347	OG0001502	-	WP_124786348.1		WP_102337812.1		
N2.HOG0001348	OG0001503	-	WP_124786350.1	WP_152062778.1			
N2.HOG0001349	OG0001504	-	WP_158563734.1, WP_124786364.1				
N2.HOG0001350	OG0001505	-	WP_241154591.1, WP_124786368.1				
N2.HOG0001351	OG0001506	-	WP_124786394.1		WP_102337733.1		
N2.HOG0001352	OG0001507	-	WP_124786399.1	WP_152063338.1			
N2.HOG0001353	OG0001510	-	WP_124786452.1, WP_158551295.1				
N2.HOG0001354	OG0001514	-	WP_124786471.1, WP_164473313.1				
N2.HOG0001355	OG0001515	-	WP_124786485.1	WP_152063754.1			
N2.HOG0001356	OG0001516	-	WP_124786502.1		WP_102337546.1		
N2.HOG0001357	OG0001517	-	WP_124786520.1		WP_159060072.1		
N2.HOG0001358	OG0001518	-	WP_124786534.1		WP_102338007.1		
N2.HOG0001359	OG0001520	-	WP_124786552.1	WP_152062808.1			
N2.HOG0001360	OG0001521	-	WP_124786555.1		WP_102338116.1		
N2.HOG0001361	OG0001522	-	WP_124786556.1		WP_102338114.1		
N2.HOG0001362	OG0001523	-	WP_124786561.1	WP_193221199.1			
N2.HOG0001363	OG0001525	-	WP_241154619.1, WP_124786595.1				
N2.HOG0001364	OG0001526	-	WP_124786615.1		WP_102338088.1		
N2.HOG0001365	OG0001527	-	WP_124786621.1		WP_102338261.1		
N2.HOG0001366	OG0001529	-	WP_158558613.1		WP_102338024.1		
N2.HOG0001367	OG0001531	-	WP_164473274.1	WP_152062893.1			
N2.HOG0001368	OG0001532	-	WP_164473293.1		WP_102338284.1		
N2.HOG0001369	OG0001533	-	WP_164473298.1		WP_159060085.1		
N2.HOG0001370	OG0001538	-	WP_206428083.1		WP_102337692.1		
N2.HOG0001371	OG0001540	-	WP_206428094.1		WP_102338377.1		
N2.HOG0001372	OG0001541	-	WP_206428102.1	WP_193221121.1			
N2.HOG0001373	OG0001544	-	WP_231501554.1, WP_241154620.1				
N2.HOG0001374	OG0001545	-	WP_233503156.1		WP_159060084.1		
N2.HOG0001375	OG0001553	-	WP_241154600.1	WP_226803353.1			
N2.HOG0001376	OG0001554	-	WP_241154636.1		WP_102337601.1		
N2.HOG0001377	OG0001556	-	WP_241154646.1		WP_159060088.1		
N2.HOG0001378	OG0001557	-	WP_241154651.1		WP_234346160.1		
N2.HOG0001379	OG0001558	-		WP_039910739.1	WP_102337804.1		
N2.HOG0001380	OG0001559	-		WP_118102498.1	WP_102337915.1		
N2.HOG0001381	OG0001560	-		WP_118103794.1	WP_234346115.1		
N2.HOG0001382	OG0001562	-		WP_118272242.1	WP_234346304.1		
N2.HOG0001383	OG0001563	-		WP_152062714.1	WP_102338040.1		
N2.HOG0001384	OG0001564	-		WP_152062756.1	WP_159060054.1		
N2.HOG0001385	OG0001565	-		WP_152062825.1	WP_102337252.1		
N2.HOG0001386	OG0001566	-		WP_152062835.1	WP_234346255.1		
N2.HOG0001387	OG0001568	-		WP_152062850.1	WP_102338442.1		
N2.HOG0001388	OG0001570	-		WP_152062947.1	WP_234346127.1		
N2.HOG0001389	OG0001571	-		WP_152062952.1, WP_152063610.1			
N2.HOG0001390	OG0001572	-		WP_152062968.1, WP_152063644.1			
N2.HOG0001391	OG0001573	-		WP_152063213.1, WP_152063013.1			
N2.HOG0001392	OG0001574	-		WP_152063016.1, WP_193221152.1			
N2.HOG0001393	OG0001575	-		WP_152063038.1	WP_159060019.1		
N2.HOG0001394	OG0001576	-		WP_152063040.1	WP_102337382.1		
N2.HOG0001395	OG0001577	-		WP_152063041.1	WP_102337383.1		
N2.HOG0001396	OG0001580	-		WP_152063105.1, WP_152063104.1			
N2.HOG0001397	OG0001583	-		WP_152063441.1, WP_152063221.1			
N2.HOG0001398	OG0001584	-		WP_152063252.1	WP_102337540.1		
N2.HOG0001399	OG0001585	-		WP_152063286.1	WP_102337598.1		
N2.HOG0001400	OG0001586	-		WP_152063344.1	WP_199824866.1		
N2.HOG0001401	OG0001587	-		WP_152063465.1, WP_152063464.1			
N2.HOG0001402	OG0001588	-		WP_226803176.1, WP_152063485.1			
N2.HOG0001403	OG0001589	-		WP_152063507.1	WP_199824848.1		
N2.HOG0001404	OG0001592	-		WP_152063562.1	WP_102337975.1		
N2.HOG0001405	OG0001594	-		WP_152063567.1	WP_102337925.1		
N2.HOG0001406	OG0001596	-		WP_152063710.1	WP_102338271.1		
N2.HOG0001407	OG0001597	-		WP_152063743.1	WP_102337244.1		
N2.HOG0001408	OG0001598	-		WP_152063751.1	WP_102338422.1		
N2.HOG0001409	OG0001599	-		WP_152063753.1	WP_102338637.1		
N2.HOG0001410	OG0001601	-		WP_152063807.1	WP_199824857.1		
N2.HOG0001411	OG0001602	-		WP_182279429.1	WP_199824815.1		
N2.HOG0001412	OG0001603	-		WP_193221131.1	WP_234346198.1		
N2.HOG0001413	OG0001604	-		WP_226803160.1	WP_234346301.1		
N2.HOG0001414	OG0001605	-		WP_226803254.1	WP_234346350.1		
N2.HOG0001415	OG0001606	-		WP_226803327.1	WP_234346224.1		
N2.HOG0001416	OG0001608	-		WP_226803336.1	WP_102337807.1		
N2.HOG0001417	OG0001610	-		WP_226803354.1	WP_102337806.1		
N2.HOG0001418	OG0001611	-		WP_226803357.1	WP_102337946.1		
N2.HOG0001419	OG0001614	-			WP_102337577.1, WP_159060023.1		
N2.HOG0001420	OG0001616	-			WP_102337617.1, WP_102337926.1		
N2.HOG0001421	OG0001619	-			WP_102337843.1, WP_102337845.1		
N2.HOG0001422	OG0001621	-			WP_102338013.1, WP_102338011.1		
N2.HOG0001423	OG0001622	-			WP_102338173.1, WP_102338355.1		
N2.HOG0001424	OG0001623	-			WP_102338206.1, WP_234346299.1		
N2.HOG0001425	OG0001624	-			WP_102338218.1, WP_234346274.1		
N2.HOG0001426	OG0001629	-			WP_234346196.1, WP_159060028.1		
